Tweets,Tweet Classification
 8 18am busy traffic currently from bolade inward oshodi,1
 8 20am this is just a short section of the bad moore road off university of lagos road yaba please help fix urgently,1
 8 25am maryland ojota ketu inward mile12 is good to go this morning also the returning axis is very free good to go ,0
 8 02am please how much would it cost to fix pako bus stop to unilag gate it won t be encouraging to find students protesting at the governor s office who is in charge we can do better ,0
 8 06am oba akran ikeja inward maryland is good to go this morning with free flow movement ,1
 8 09am from maryland ikeja inward adeniyi jones is also free good to go ,0
 8 11am what an irony of life mowe ibafo berger where people spend 6 7hours yesterday us free this morning drove under 30 minutes ,1
 7 45am traffic right now at western avenue due to truck movement pass through the service lane it is saner good morning and have a great day,1
 7 51am this container truck broke down and is causing major traffic from stadium down to ojuelegba bridge ,1
 7 59am situationreport a danfo driver bashed a private car on third mainland bridge here s the car owner attempting to stop the bus driver in a slow moving traffic ,1
 7 59am 07 54am there is no traffic from to and slight traffic from to,1
 7 59am i hope they listen o,1
 7 59am 07 54am there is no traffic from to and slight traffic from to,1
 7 16am there has been an accident involving a fuel tanker and several other vehicles along iyana iba igando road at the cantonment gate immediately after lasu no burning fire as at reporting time ,0
 7 24am when do we get a timeline to how this work is 2 be carried out the planning and execution seems to be flawed or without consideration to road users,1
 7 04am all normal roads for entering apapa has been blocked by trucks task force dey there ooo vehicles forced to take one way which is also getting blocked this madness needs to stop,0
 6 56am moving traffic currently on 3mb inward adeniji,1
 6 56am currently stand still traffic from nepa inward iyana isolo along apapa oshodi express way,1
 6 33am moving traffic currently descending mile 2 oke inward 2nd rainbow via the service lane,1
 6 40am moving traffic at ijora under bridge inward eko bridge,1
 6 41am 06h40 lone accident involving a danfo bus on mobolaji bank anthony way towards maryland traffic likely to be impacted any moment from now,0
 6 20am very clean registered toyota prado thumbstart v6 engine 2013model upgraded to 2019model with allocation for slightly negotiable ,1
 6 27am ikeja under bridge inward oba akran currently good to go,1
 6 02am aka eko hotel roundabout,1
 6 10am traffic on 3rd mainland snail speed movement though ,0
 4 47am awesome lots of them parading about in nigeria it will soon be pastor crests turn god cannot be mocked ,0
 11 52pm cracked screen place is located on no 1b somoye osundairo street off ola ayeni street by stanbic ibtc bank in computer village ikeja call 08031173839,0
 11 32pm yea no cap i tried it once never will i again but i was quick to realise the remedy is water lots of it u sabi smoke no be for colorado side o it s not natural it s called k2 in the us ,1
 11 05pm my baby from colorado colorado colora yellow bobo my odora o odora ,0
 10 46pm friends hold down boy from running into main market after he smoked colorado cc,0
 your love by thobbie via listen share enjoy follow on twitter and the gram ,0
 9 30pm true that ikeja gridlock is always at that link of old abeokuta road to link ile zik that junction seem just park canoes put ,0
 9 44pm i dey oooo,0
marketing is changing make sure your brand stays ahead of the game employ new strategies like s a cost effective service that ensures your brand message reaches your target audience learn more 08034042170,0
want to invest in make sure you re dealing with a reliable and trustworthy firm like visit their website for quality offers,1
 9 16pm take the brt lane from ile zik if you are heading to egbeda iyana ipaja and thereon road has been condoned off from cement bus stop for construction ,1
 9 21pm it is going to get worse as an alternative under the bridge has been done the express will be closed soon from the descent of the bridge from tmb imagine those from island amp ogudu all merging into 1 lane,1
 9 07pm day time photo of ajose adeogun roundabout victoria island lagos taken by one of our staff ,1
 8 45pm if you are going to egbeda iyanapaja abule egba all those axis pls just don t pass ikeja along if not you go reach house february 1st,1
 8 52pm go pass airport road inside ajao estate or pass inside ikeja to oniwaya,1
 8 54pm that ikeja along dey tire me,1
 8 58pm both agege motor road and lagos abeokuta expressway are locked down helicopter service or alternative route advised ,1
 8 44pm ikeja inwards allen oregun oba akran too much,0
 8 19pm puic peace with catapult even the then vc prof makanjuola will stay with them supervising the killings along that booc to ajose footpath ,0
 8 28pm left ikeja over and hr guess where i am ,1
 8 03pm 7 55pm via 19h53 oworo,0
 8 12pm easy buy at ikeja,1
 7 55pm 19h53 oworo,0
 7 32pm that place is a mess d reason why i had to find anoda accommodation,1
 7 21pm 19h20 traffic on starts from adekunle towards oworo and gbagada,0
 7 26pm via 19h20 traffic on starts from adekunle towards oworo and gbagada,0
 6 34pm please what s the meaning of gbagada,1
 6 15pm this giu for just follow epe na to cut the traffic,1
 6 21pm please what s the update on the ongoing incident at shoprite jakande o e dakun o instablog o ni gbe wa o ,1
 6 21pm proceeding to oshodioke boladale charity toyota is good movement inw fivestar iyanaisolo ilasa ballet is ok but approaching cele is slightly busy rj cele to ballet ilasa is a slow moving traffic ,1
 6 21pm moving to iyanaisolo is gathering momentum proceeding to fivestar is ok but approaching toyota is gathering momentum the rest of the journey to gbagada is good ,1
 6 25pm 6 16pm good movement from falomobridge connecting alfredrewane but heavy from goldengate intersection to osborne through to ilubirin due to high traffic influx ,0
 6 26pm that hitech should be working round the clock it s been crazy lately,1
 6 00pm barracks inw coca cola is busy coca cola inw radio is busy in out coca cola inw agidingbi mobil is good mobil inw cadbury is busy cadbury inw acme is busy ,1
 6 01pm acme inw wemco is ok but busy on the rj wemco inw omole is good but busy on the rj allen r a inw aromire is busy ,0
 6 01pm not by size terrible moment when tricycle driver removed toyota highlander jeep bumper with tricycle iron guard don t fight over right of way and end up in debt like this mokola roundabout area ibadan,1
 6 05pm riot broke out at jakande area on lekki epe expressway as irate mob went beserk over the invasion of jakande market by the lagos state task force hoodlums allegedly attacked citizens properties and shops in the area ,1
 5 45pm ogolonto inw agric to aruna is good slow approaching benson to ikorodu r a ,1
 5 45pm busy traffic currently from ajose adeogun inward eko hotel roundabout,1
 5 46pm there s a broken down tolling truck just almost approaching iyana isolo inward 5 star along apapa oshodi express way,1
 5 54pm 5 35pm anthony inw maryland is building up maryland inw generalhospital ubridge is a slow moving traffic on the rj is good ,1
 5 54pm generalhospital ubridge inw localairport is good but slow on the rj obaakinjobi in out is good ikeja ubridge inw obaakran is a slow moving traffic ladipo inw pwd is good ,1
 5 56pm free movement currently from mile 2 to under bridge along badagry express way,1
 5 40pm avoid mile 2 inwards sanya cele express way several okada riders are vandalizing vehicles,1
 5 44pm if you re going to iyana ipaja and you re not yet on agege motor road take a chill pill rest and enjoy wherever you are this hold up tie leg abeg,1
